year,month,day,dayOfWeek,airline,flightNumber,origin,destination,departureDelay,arrivalDelay,cancelled,diverted
2015,1,31,6,F9,F96935,CLT,MIA,92.02,87.32,0,0
2015,10,20,2,AS,AS6936,SFO,PHX,9.65,11.33,0,0
2015,12,31,4,DL,DL6937,BOS,SFO,14.11,40.04,0,0
2015,3,11,3,UA,UA6938,DFW,PHX,0.15,-1.17,0,0
2015,1,11,7,WN,WN6939,MIA,JFK,-5.5,-8.87,0,0
2015,6,15,1,AS,AS6940,CLT,IAH,3.81,9.24,0,0
2015,1,22,4,NK,NK6941,DEN,JFK,16.79,39.7,0,0
2015,6,25,4,AS,AS6942,ORD,DTW,-2.05,-1.11,0,0
2015,10,2,5,UA,UA6943,LAS,DFW,25.14,40.34,0,0
2015,5,11,1,F9,F96944,DTW,PHX,30.59,41.94,0,0
2015,12,9,3,F9,F96945,MSP,JFK,106.02,110.52,0,0
2015,12,5,6,B6,B66946,SEA,CLT,21.78,22.66,0,0
2015,5,25,1,AS,AS6947,MIA,LAX,29.86,24.29,0,0
2015,12,19,6,B6,B66948,CLT,BOS,11.25,9.95,0,0
2015,12,13,7,DL,DL6949,DEN,MSP,-10.98,-8.56,0,0
2015,8,7,5,WN,WN6950,LAX,DTW,10.56,20.58,0,0
2015,2,6,5,UA,UA6951,MSP,JFK,5.12,-20.99,0,0
2015,12,21,1,UA,UA6952,DTW,SEA,25.67,40.98,0,0
2015,8,14,5,NK,NK6953,MIA,DTW,69.23,76.83,0,0
2015,11,3,2,F9,F96954,ATL,DTW,1.11,3.37,0,0
2015,12,17,4,WN,WN6955,IAH,PHX,3.78,18.96,0,0
2015,10,20,2,WN,WN6956,LAX,MSP,10.69,13.36,0,0
2015,9,27,7,NK,NK6957,DTW,IAH,36.26,50.32,0,0
2015,6,25,4,AS,AS6958,JFK,CLT,23.96,17.2,0,0
2015,4,14,2,AA,AA6959,DEN,ATL,1.62,-1.39,0,0
2015,7,13,1,WN,WN6960,BOS,MIA,25.43,22.59,0,0
2015,12,21,1,DL,DL6961,MSP,CLT,-1.2,9.42,0,0
2015,12,5,6,UA,UA6962,SFO,DTW,-2.32,-3.07,0,0
2015,6,28,7,AA,AA6963,ATL,SFO,5.27,-4.63,0,0
2015,9,22,2,DL,DL6964,LAX,MSP,32.93,38.13,0,0
2015,4,16,4,NK,NK6965,SFO,DFW,-3.45,-2.64,0,0
2015,6,12,5,UA,UA6966,DTW,ATL,118.39,122.25,0,0
2015,5,20,3,AS,AS6967,IAH,DEN,22.02,31.01,0,0
2015,11,16,1,AS,AS6968,SFO,LAS,34.49,25.38,0,0
2015,1,19,1,AA,AA6969,DEN,LAS,-3.7,-14.56,0,0
2015,8,19,3,UA,UA6970,CLT,DEN,-1.81,-11.43,0,0
2015,2,11,3,NK,NK6971,BOS,LAX,7.05,16.54,0,0
2015,4,19,7,AS,AS6972,DFW,MSP,1.46,4.28,0,0
2015,10,20,2,UA,UA6973,ORD,DEN,4.97,10.45,0,0
2015,1,28,3,AS,AS6974,SEA,PHX,12.26,28.75,0,0
2015,11,13,5,UA,UA6975,JFK,DEN,0.0,0.0,1,0
2015,5,12,2,NK,NK6976,CLT,ORD,16.39,26.3,0,0
2015,2,13,5,WN,WN6977,PHX,MIA,-1.71,-13.53,0,0
2015,5,2,6,DL,DL6978,DFW,MIA,0.26,-2.23,0,0
2015,5,25,1,NK,NK6979,IAH,CLT,54.93,64.74,0,0
2015,12,10,4,AS,AS6980,ORD,DEN,-0.25,-1.36,0,0
2015,11,13,5,B6,B66981,MIA,DTW,6.66,6.82,0,0
2015,4,18,6,DL,DL6982,ORD,CLT,-10.25,-15.68,0,0
2015,4,20,1,AA,AA6983,IAH,ORD,17.02,21.46,0,0
2015,2,11,3,DL,DL6984,SFO,MIA,57.09,63.2,0,0
2015,5,10,7,NK,NK6985,MIA,IAH,5.38,14.25,0,0
2015,8,3,1,B6,B66986,SFO,DFW,8.23,4.11,0,0
2015,7,10,5,WN,WN6987,ATL,IAH,6.02,10.26,0,0
2015,8,5,3,UA,UA6988,BOS,ATL,6.14,-7.73,0,0
2015,11,14,6,WN,WN6989,ATL,JFK,-1.9,4.02,0,0
2015,10,27,2,DL,DL6990,JFK,DFW,16.59,13.79,0,0
2015,4,12,7,AA,AA6991,DEN,LAS,5.58,10.9,0,0
2015,1,31,6,AS,AS6992,MIA,CLT,16.72,22.83,0,0
2015,5,26,2,WN,WN6993,MSP,IAH,0.0,0.0,1,0
2015,6,14,7,AS,AS6994,JFK,DFW,46.06,52.14,0,0
2015,8,27,4,WN,WN6995,MSP,MIA,17.22,21.95,0,0
2015,8,22,6,WN,WN6996,IAH,MIA,137.11,136.67,0,0
2015,3,4,3,F9,F96997,MSP,CLT,8.86,9.14,0,0
2015,4,4,6,B6,B66998,PHX,DTW,21.01,20.21,0,0
2015,10,29,4,WN,WN6999,LAX,MSP,-6.46,-2.71,0,0
2015,11,5,4,F9,F97000,LAX,ORD,4.74,2.38,0,0
2015,8,23,7,AA,AA7001,DEN,MSP,2.7,-4.32,0,0
2015,8,29,6,B6,B67002,LAX,MSP,9.09,13.91,0,0
2015,1,3,6,F9,F97003,MSP,DEN,3.61,-2.58,0,0
2015,8,22,6,DL,DL7004,MIA,ORD,9.17,22.21,0,0
2015,2,20,5,B6,B67005,DTW,ATL,102.33,91.34,0,0
2015,8,29,6,UA,UA7006,DTW,PHX,-6.02,0.51,0,0
2015,3,23,1,B6,B67007,ORD,PHX,118.17,130.1,0,0
2015,11,5,4,WN,WN7008,LAX,BOS,-2.38,2.62,0,0
2015,6,5,5,AA,AA7009,LAX,MIA,-2.03,-5.54,0,0
2015,3,7,6,NK,NK7010,MIA,IAH,35.78,29.53,0,0
2015,5,26,2,DL,DL7011,PHX,MSP,14.42,4.29,0,0
2015,4,2,4,B6,B67012,ATL,JFK,0.0,0.0,1,0
2015,4,21,2,AS,AS7013,LAS,PHX,34.07,18.45,0,0
2015,4,16,4,DL,DL7014,MIA,LAS,37.63,32.27,0,0
2015,9,28,1,AA,AA7015,ORD,DTW,66.91,62.38,0,0
2015,4,4,6,F9,F97016,DEN,ORD,5.32,-2.05,0,0
2015,4,4,6,UA,UA7017,JFK,LAX,71.4,79.36,0,0
2015,12,9,3,AS,AS7018,LAX,MSP,81.79,70.07,0,0
2015,7,20,1,NK,NK7019,MIA,JFK,31.39,37.36,0,0
2015,4,21,2,F9,F97020,PHX,ATL,5.97,13.29,0,0
2015,9,15,2,AA,AA7021,MSP,BOS,25.21,35.61,0,0
2015,11,22,7,F9,F97022,DEN,ORD,51.42,63.44,0,0
2015,7,16,4,B6,B67023,ATL,IAH,-17.24,-26.96,0,0
2015,7,20,1,AA,AA7024,DTW,ORD,25.98,14.79,0,0
2015,8,3,1,B6,B67025,MSP,DEN,-5.99,14.75,0,0
2015,7,23,4,F9,F97026,ATL,MIA,37.48,36.9,0,0
2015,4,24,5,NK,NK7027,JFK,DEN,9.29,9.69,0,0
2015,4,2,4,AS,AS7028,ORD,DTW,131.83,133.76,0,0
2015,5,4,1,WN,WN7029,LAX,SEA,21.49,15.47,0,0
2015,5,2,6,NK,NK7030,PHX,LAX,-0.38,10.32,0,0
2015,5,29,5,NK,NK7031,MIA,CLT,-0.97,0.62,0,0
2015,4,6,1,WN,WN7032,SEA,ATL,10.65,13.91,0,0
2015,3,2,1,AS,AS7033,LAX,SFO,-3.64,-0.9,0,0
2015,5,22,5,B6,B67034,DFW,PHX,11.11,20.94,0,0
2015,8,28,5,B6,B67035,ATL,IAH,21.6,42.52,0,0
2015,12,2,3,UA,UA7036,DTW,LAX,33.6,32.61,0,0
2015,5,14,4,WN,WN7037,ATL,PHX,34.41,23.3,0,0
2015,2,18,3,B6,B67038,CLT,ATL,-13.36,3.49,0,0
2015,11,27,5,AS,AS7039,BOS,MIA,76.19,81.6,0,0
2015,9,11,5,DL,DL7040,DEN,IAH,6.45,7.9,0,0
2015,5,25,1,AS,AS7041,DTW,CLT,77.89,91.24,0,0
2015,3,21,6,F9,F97042,MIA,IAH,-6.7,-18.53,0,0
2015,12,16,3,F9,F97043,CLT,LAS,0.75,8.74,0,0
2015,11,15,7,UA,UA7044,PHX,SFO,10.35,-1.01,0,0
2015,12,9,3,F9,F97045,DEN,SEA,15.19,15.46,0,0
2015,11,5,4,AS,AS7046,PHX,JFK,0.55,11.12,0,0
2015,3,8,7,DL,DL7047,JFK,DEN,-0.22,-5.06,0,0
2015,6,20,6,F9,F97048,MIA,JFK,67.51,68.1,0,0
2015,12,26,6,F9,F97049,MIA,IAH,64.37,67.12,0,0
2015,3,3,2,UA,UA7050,IAH,MSP,72.82,65.44,0,0
2015,10,22,4,AS,AS7051,LAS,DFW,65.17,51.53,0,0
2015,7,4,6,B6,B67052,IAH,DTW,4.77,21.86,0,0
2015,2,21,6,UA,UA7053,MIA,ATL,3.17,4.14,0,0
2015,3,11,3,NK,NK7054,LAX,MIA,9.45,10.98,0,0
2015,11,12,4,NK,NK7055,BOS,JFK,3.18,8.7,0,0
2015,5,17,7,UA,UA7056,IAH,SEA,7.48,-0.09,0,0
2015,6,29,1,WN,WN7057,BOS,DFW,-1.47,13.07,0,0
2015,2,2,1,NK,NK7058,SEA,LAS,9.0,18.82,0,0
2015,4,11,6,F9,F97059,LAS,PHX,7.8,9.2,0,0
2015,5,21,4,UA,UA7060,ATL,PHX,-2.64,14.53,0,0
2015,2,19,4,F9,F97061,SEA,JFK,10.05,17.57,0,0
2015,1,13,2,AS,AS7062,DEN,DFW,16.36,21.85,0,0
2015,11,12,4,UA,UA7063,DTW,MSP,7.61,0.05,0,0
2015,2,17,2,WN,WN7064,ORD,SEA,82.31,72.29,0,0
2015,9,20,7,UA,UA7065,IAH,JFK,31.95,43.4,0,0
2015,5,13,3,B6,B67066,DFW,BOS,13.58,10.39,0,0
2015,10,14,3,NK,NK7067,SFO,LAS,9.47,13.27,0,0
2015,10,30,5,AS,AS7068,ORD,CLT,10.81,14.29,0,0
2015,11,11,3,B6,B67069,LAS,JFK,7.3,14.69,0,0
2015,10,12,1,NK,NK7070,SEA,BOS,3.08,8.8,0,0
2015,6,2,2,AS,AS7071,DTW,LAS,11.44,5.45,0,0
2015,6,9,2,B6,B67072,MIA,IAH,13.41,26.86,0,0
2015,3,2,1,NK,NK7073,LAX,BOS,-1.74,-19.34,0,0
2015,6,5,5,DL,DL7074,ORD,CLT,-0.89,4.78,0,0
2015,2,17,2,WN,WN7075,MIA,DEN,9.39,3.73,0,0
2015,1,19,1,DL,DL7076,PHX,SEA,6.3,-5.59,0,0
2015,2,17,2,AS,AS7077,DFW,PHX,30.92,23.89,0,0
2015,7,19,7,F9,F97078,DFW,PHX,-7.49,-22.42,0,0
2015,8,17,1,F9,F97079,BOS,DTW,9.02,4.84,0,0
2015,6,8,1,B6,B67080,CLT,IAH,23.45,29.79,0,0
2015,12,19,6,AA,AA7081,CLT,ATL,-2.41,-1.04,0,0
2015,11,4,3,DL,DL7082,MSP,MIA,2.1,7.83,0,0
2015,10,29,4,NK,NK7083,DFW,IAH,0.1,5.42,0,0
2015,7,31,5,AS,AS7084,JFK,DFW,-5.06,12.69,0,0
2015,2,7,6,AS,AS7085,IAH,DTW,13.29,22.52,0,0
2015,7,10,5,AA,AA7086,DFW,DTW,23.48,22.68,0,0
2015,8,12,3,NK,NK7087,PHX,DFW,-0.11,6.18,0,0
2015,6,11,4,AA,AA7088,LAX,JFK,0.99,15.47,0,0
2015,1,20,2,AA,AA7089,DEN,SFO,23.34,23.82,0,0
2015,5,29,5,F9,F97090,IAH,DTW,-1.67,-9.73,0,0
2015,12,14,1,WN,WN7091,IAH,MSP,34.81,41.48,0,0
2015,5,11,1,WN,WN7092,PHX,SEA,0.0,0.0,1,0
2015,1,15,4,DL,DL7093,LAS,DEN,-5.39,2.66,0,0
2015,6,20,6,NK,NK7094,ORD,DEN,7.25,5.68,0,0
2015,12,15,2,UA,UA7095,ORD,DTW,-0.16,5.99,0,0
2015,4,1,3,DL,DL7096,ORD,LAX,14.29,23.61,0,1
2015,7,29,3,F9,F97097,LAX,ATL,3.18,2.38,0,0
2015,1,19,1,NK,NK7098,MIA,LAX,9.37,10.18,0,0
2015,9,8,2,DL,DL7099,LAX,PHX,95.48,94.87,0,0
2015,5,8,5,AA,AA7100,CLT,BOS,50.6,63.28,0,0
2015,8,2,7,AA,AA7101,DTW,JFK,43.35,45.38,0,0
2015,10,2,5,B6,B67102,ATL,LAX,7.0,7.47,0,0
2015,7,4,6,DL,DL7103,DTW,SFO,29.74,22.88,0,0
2015,1,5,1,UA,UA7104,SFO,DTW,18.68,4.64,0,0
2015,6,30,2,B6,B67105,ORD,DFW,-10.5,-12.74,0,0
2015,3,21,6,F9,F97106,PHX,ATL,7.38,1.78,0,0
2015,7,24,5,UA,UA7107,DTW,BOS,9.37,21.21,0,0
2015,1,12,1,AS,AS7108,MIA,CLT,16.89,15.82,0,0
2015,5,21,4,B6,B67109,DFW,MSP,4.99,11.04,0,0
2015,6,4,4,WN,WN7110,CLT,MIA,7.52,5.08,0,0
2015,8,11,2,B6,B67111,LAS,SFO,14.2,16.42,0,0
2015,12,22,2,NK,NK7112,MIA,LAS,55.88,60.89,0,0
2015,1,7,3,UA,UA7113,DEN,LAS,0.37,-8.12,0,0
2015,4,6,1,AA,AA7114,JFK,SEA,29.74,31.53,0,0
2015,4,19,7,AA,AA7115,IAH,MSP,16.38,25.91,0,0
2015,2,22,7,DL,DL7116,CLT,LAX,-7.11,-12.55,0,0
2015,7,17,5,WN,WN7117,MSP,PHX,23.77,22.41,0,0
2015,10,23,5,DL,DL7118,ORD,LAS,-1.1,8.45,0,0
2015,12,19,6,AA,AA7119,SFO,DFW,1.54,8.52,0,0
2015,9,19,6,AA,AA7120,DEN,BOS,20.67,24.55,0,0
2015,1,28,3,WN,WN7121,ORD,MSP,80.15,85.61,0,0
2015,4,17,5,NK,NK7122,LAX,DFW,19.26,14.55,0,0
2015,3,31,2,F9,F97123,BOS,IAH,2.08,7.89,0,0
2015,10,21,3,AS,AS7124,JFK,MSP,0.0,0.0,1,0
2015,5,22,5,NK,NK7125,DFW,JFK,25.41,18.66,0,0
2015,2,24,2,NK,NK7126,IAH,DFW,17.32,30.26,0,0
2015,5,11,1,UA,UA7127,MSP,DTW,23.18,44.71,0,0
2015,6,10,3,AS,AS7128,BOS,DTW,7.91,4.92,0,0
2015,9,28,1,NK,NK7129,CLT,LAS,9.26,9.17,0,0
2015,6,27,6,AS,AS7130,SEA,DEN,-4.79,-1.31,0,0
2015,3,13,5,DL,DL7131,DTW,CLT,-3.62,-14.2,0,0
2015,2,21,6,DL,DL7132,MSP,IAH,9.77,9.15,0,0
2015,8,26,3,DL,DL7133,JFK,MSP,3.42,19.12,0,0
2015,6,18,4,B6,B67134,DFW,BOS,17.92,29.11,0,0
2015,5,18,1,AA,AA7135,JFK,LAX,81.8,88.32,0,0
2015,7,14,2,AA,AA7136,ORD,LAS,1.62,4.26,0,0
2015,7,30,4,UA,UA7137,ATL,BOS,39.59,41.57,0,0
2015,7,8,3,WN,WN7138,DEN,JFK,-0.01,-11.69,0,0
2015,7,25,6,DL,DL7139,MIA,BOS,18.05,15.1,0,0
2015,6,25,4,F9,F97140,LAX,DEN,24.89,27.94,0,0
2015,9,18,5,WN,WN7141,CLT,LAS,4.1,9.88,0,0
2015,2,3,2,F9,F97142,ATL,JFK,37.37,32.85,0,0
2015,4,26,7,WN,WN7143,ATL,CLT,6.75,-1.07,0,0
2015,8,2,7,NK,NK7144,ATL,MSP,0.0,0.0,1,0
2015,9,15,2,AS,AS7145,BOS,DTW,71.67,73.04,0,0
2015,1,19,1,WN,WN7146,JFK,CLT,13.23,14.37,0,0
2015,1,11,7,B6,B67147,ATL,DTW,65.88,73.85,0,0
2015,9,3,4,DL,DL7148,LAS,BOS,-2.32,-1.54,0,0
2015,10,25,7,UA,UA7149,SEA,ATL,17.5,24.25,0,0
2015,12,9,3,NK,NK7150,SEA,SFO,0.48,4.16,0,0
2015,3,18,3,AA,AA7151,DEN,LAS,12.55,13.11,0,0
2015,2,13,5,WN,WN7152,MSP,ORD,10.79,20.57,0,0
2015,12,15,2,NK,NK7153,ORD,SFO,31.16,31.22,0,0
2015,3,17,2,AA,AA7154,IAH,LAX,62.72,70.63,0,0
2015,11,7,6,F9,F97155,DFW,MIA,22.25,35.84,0,0
2015,1,30,5,WN,WN7156,JFK,DTW,32.1,46.32,0,0
2015,6,3,3,AS,AS7157,ORD,JFK,40.26,37.74,0,0
2015,12,21,1,WN,WN7158,MSP,MIA,0.0,0.0,1,0
2015,5,29,5,B6,B67159,SFO,SEA,15.06,8.53,0,0
2015,8,28,5,DL,DL7160,PHX,LAS,47.92,66.9,0,0
2015,5,2,6,F9,F97161,JFK,IAH,17.28,18.2,0,0
2015,5,29,5,F9,F97162,PHX,LAX,9.86,24.4,0,0
2015,8,24,1,UA,UA7163,DTW,LAX,25.5,7.22,0,0
2015,3,9,1,DL,DL7164,BOS,MSP,26.87,22.4,0,0
2015,5,2,6,WN,WN7165,DEN,BOS,14.86,15.75,0,0
2015,3,15,7,F9,F97166,ATL,SFO,0.0,0.0,1,0
2015,2,10,2,F9,F97167,BOS,DEN,-8.25,-0.71,0,0
2015,8,13,4,UA,UA7168,DFW,JFK,13.43,13.73,0,0
2015,5,22,5,AS,AS7169,CLT,JFK,25.66,24.26,0,0
2015,4,21,2,B6,B67170,LAS,BOS,13.72,17.88,0,0
2015,10,4,7,B6,B67171,BOS,PHX,12.51,13.25,0,0
2015,5,28,4,DL,DL7172,JFK,DEN,0.44,12.13,0,0
2015,2,18,3,F9,F97173,PHX,ORD,10.82,28.79,0,0
2015,12,7,1,F9,F97174,SFO,DEN,75.84,72.6,0,0
2015,3,18,3,F9,F97175,DTW,DEN,14.54,13.77,0,0
2015,4,1,3,B6,B67176,JFK,CLT,1.64,5.15,0,0
2015,4,12,7,UA,UA7177,LAX,DEN,16.39,11.19,0,0
2015,3,22,7,DL,DL7178,ATL,DEN,38.31,57.62,0,0
2015,10,31,6,DL,DL7179,LAX,CLT,11.7,8.62,0,0
2015,6,30,2,F9,F97180,SFO,MSP,7.07,4.0,0,0
2015,11,6,5,AS,AS7181,DTW,JFK,49.98,50.53,0,0
2015,4,12,7,B6,B67182,MIA,ORD,58.02,66.43,0,0
2015,1,10,6,NK,NK7183,DFW,LAS,1.09,-3.76,0,0
2015,1,3,6,UA,UA7184,MIA,ORD,10.83,10.03,0,0
2015,7,11,6,DL,DL7185,PHX,JFK,-2.37,-2.32,0,0
2015,6,6,6,F9,F97186,JFK,LAS,28.57,37.37,0,0
2015,3,11,3,NK,NK7187,MSP,DTW,8.87,8.16,0,0
2015,12,10,4,AA,AA7188,DTW,SFO,12.88,3.53,0,0
2015,2,14,6,AS,AS7189,LAS,BOS,-4.86,5.86,0,0
2015,10,14,3,DL,DL7190,MIA,ATL,38.68,47.62,0,0
2015,10,23,5,F9,F97191,MIA,DFW,11.38,19.49,0,0
2015,8,26,3,B6,B67192,DTW,ATL,70.97,77.75,0,0
2015,9,22,2,AS,AS7193,LAX,JFK,20.73,28.19,0,0
2015,4,4,6,DL,DL7194,IAH,BOS,-0.02,-6.58,0,0
2015,10,17,6,F9,F97195,DEN,JFK,14.76,20.31,0,0
2015,8,20,4,AS,AS7196,LAX,SFO,44.54,38.05,0,0
2015,4,12,7,DL,DL7197,CLT,JFK,61.89,66.08,0,0
2015,8,3,1,UA,UA7198,DFW,MSP,7.44,7.27,0,0
2015,7,27,1,WN,WN7199,IAH,DFW,13.45,25.97,0,0
2015,2,3,2,NK,NK7200,SEA,ATL,12.65,18.38,0,0
2015,9,23,3,B6,B67201,MSP,LAS,19.99,28.67,0,0
2015,9,9,3,NK,NK7202,MIA,LAS,-7.18,9.39,0,0
2015,8,30,7,B6,B67203,BOS,PHX,25.24,32.17,0,0
2015,4,24,5,F9,F97204,IAH,LAS,20.21,37.85,0,0
2015,1,13,2,AA,AA7205,ATL,SEA,17.91,14.11,0,0
2015,10,11,7,AS,AS7206,SFO,LAS,11.41,24.51,0,0
2015,9,27,7,DL,DL7207,PHX,SEA,17.74,26.24,0,0
2015,11,14,6,B6,B67208,DFW,LAX,-0.35,2.34,0,0
2015,10,6,2,WN,WN7209,DTW,MIA,20.92,21.74,0,0
2015,3,19,4,NK,NK7210,LAS,IAH,25.81,24.3,0,0
2015,11,27,5,WN,WN7211,MIA,CLT,37.84,46.23,0,0
2015,8,5,3,WN,WN7212,MSP,DEN,33.67,24.88,0,0
2015,6,8,1,AS,AS7213,ORD,MSP,9.99,30.96,0,0
2015,8,14,5,DL,DL7214,LAS,SEA,11.11,6.86,0,1
2015,8,23,7,WN,WN7215,SFO,ORD,8.59,21.54,0,0
2015,9,28,1,UA,UA7216,LAS,MSP,-5.68,-13.44,0,0
2015,1,13,2,B6,B67217,BOS,MSP,8.68,10.53,0,0
2015,12,17,4,B6,B67218,SEA,CLT,5.16,5.85,0,0
2015,1,18,7,AA,AA7219,PHX,SFO,112.54,119.59,0,0
2015,1,9,5,UA,UA7220,LAS,DTW,25.98,23.28,0,0
2015,7,28,2,B6,B67221,LAS,BOS,47.63,52.28,0,0
2015,4,9,4,AA,AA7222,JFK,LAS,-2.62,9.26,0,0
2015,6,7,7,DL,DL7223,SEA,LAS,11.57,24.98,0,0
2015,5,30,6,UA,UA7224,SEA,MIA,24.14,24.93,0,0
2015,10,10,6,AS,AS7225,ATL,SFO,33.72,35.42,0,0
2015,8,5,3,NK,NK7226,JFK,DTW,11.98,17.2,0,0
2015,10,24,6,WN,WN7227,MSP,LAS,13.71,23.42,0,0
2015,5,26,2,B6,B67228,DFW,MSP,12.36,7.64,0,0
2015,7,22,3,NK,NK7229,SEA,PHX,1.47,4.88,0,0
2015,5,22,5,B6,B67230,ATL,DTW,16.07,17.1,0,0
2015,10,20,2,DL,DL7231,DFW,BOS,29.47,34.87,0,0
2015,10,3,6,NK,NK7232,MSP,PHX,-16.97,-18.87,0,0
2015,7,20,1,B6,B67233,JFK,PHX,26.97,34.41,0,0
2015,3,4,3,UA,UA7234,JFK,ATL,3.23,3.13,0,0
2015,4,11,6,DL,DL7235,IAH,ATL,6.38,9.14,0,0
2015,7,18,6,UA,UA7236,CLT,DTW,2.45,14.35,0,0
2015,7,8,3,F9,F97237,DFW,JFK,32.54,30.34,0,0
2015,2,15,7,NK,NK7238,CLT,ORD,3.92,-0.45,0,0
2015,6,8,1,DL,DL7239,CLT,ORD,102.85,98.03,0,0
2015,3,11,3,DL,DL7240,MSP,ATL,-13.58,-7.68,0,0
2015,10,6,2,NK,NK7241,SEA,DTW,31.19,29.83,0,0
2015,3,21,6,AS,AS7242,ATL,DFW,23.97,25.58,0,0
2015,5,28,4,B6,B67243,MSP,BOS,1.4,-1.63,0,0
2015,7,28,2,AS,AS7244,IAH,JFK,21.63,16.83,0,0
2015,6,26,5,B6,B67245,ORD,SEA,0.0,0.0,1,0
2015,1,21,3,NK,NK7246,PHX,CLT,-2.98,9.0,0,0
2015,9,26,6,B6,B67247,SEA,LAS,0.0,0.0,1,0
2015,2,15,7,NK,NK7248,JFK,DEN,31.03,41.03,0,0
2015,12,13,7,WN,WN7249,LAX,SFO,73.06,69.83,0,0
2015,2,25,3,F9,F97250,DFW,IAH,16.42,23.53,0,0
2015,11,8,7,AA,AA7251,ATL,SEA,4.3,6.59,0,0
2015,8,29,6,WN,WN7252,DTW,DEN,13.08,15.79,0,0
2015,5,24,7,B6,B67253,DEN,DTW,9.95,4.64,0,0
2015,11,21,6,NK,NK7254,LAS,DTW,11.94,23.17,0,0
2015,5,8,5,UA,UA7255,ORD,LAS,0.38,-1.28,0,0
2015,10,4,7,AA,AA7256,SEA,JFK,17.41,25.32,0,0
2015,2,4,3,B6,B67257,JFK,LAS,-6.67,0.9,0,0
2015,6,8,1,AA,AA7258,DTW,ORD,8.31,2.71,0,0
2015,10,1,4,NK,NK7259,DFW,ATL,73.04,86.74,0,0
2015,11,7,6,AS,AS7260,BOS,IAH,25.7,26.88,0,0
2015,8,12,3,WN,WN7261,DFW,CLT,22.88,43.16,0,0
2015,10,21,3,WN,WN7262,PHX,MSP,4.0,28.32,0,0
2015,12,17,4,F9,F97263,ORD,ATL,8.51,17.86,0,0
2015,9,24,4,F9,F97264,SEA,ATL,53.0,57.7,0,0
2015,10,29,4,F9,F97265,DEN,SEA,32.2,31.64,0,0
2015,1,1,4,DL,DL7266,MIA,JFK,60.7,62.42,0,0
2015,9,8,2,AS,AS7267,ATL,LAS,31.0,26.06,0,0
2015,10,27,2,B6,B67268,SFO,DTW,48.15,46.92,0,0
2015,9,24,4,NK,NK7269,BOS,JFK,26.01,21.61,0,0
2015,1,4,7,UA,UA7270,IAH,MIA,12.6,17.71,0,0
2015,5,6,3,WN,WN7271,ORD,DTW,12.14,8.07,0,0
2015,12,1,2,UA,UA7272,DFW,SFO,0.81,3.34,0,0
2015,5,28,4,UA,UA7273,MIA,ATL,21.54,27.43,0,0
2015,5,1,5,AA,AA7274,DEN,SEA,0.13,11.11,0,0
2015,1,18,7,WN,WN7275,LAX,CLT,-0.96,10.42,0,0
2015,9,13,7,AA,AA7276,SFO,JFK,88.43,78.66,0,0
2015,12,20,7,NK,NK7277,DEN,PHX,13.61,22.45,0,0
2015,5,24,7,UA,UA7278,ATL,MSP,117.2,111.55,0,0
2015,6,23,2,UA,UA7279,DTW,ATL,-6.72,13.37,0,0
2015,12,26,6,WN,WN7280,CLT,DTW,16.82,20.84,0,0
2015,9,6,7,AS,AS7281,MSP,SFO,14.24,31.63,0,0
2015,11,13,5,AS,AS7282,ATL,PHX,21.34,31.68,0,1
2015,1,24,6,B6,B67283,SEA,MIA,50.13,41.73,0,0
2015,5,19,2,UA,UA7284,SFO,ATL,13.69,10.03,0,0
2015,2,7,6,NK,NK7285,MSP,DTW,74.01,68.91,0,0
2015,5,26,2,AS,AS7286,DFW,DEN,6.05,5.99,0,0
2015,8,21,5,WN,WN7287,DFW,BOS,15.31,19.81,0,0
2015,4,29,3,AA,AA7288,ORD,LAX,60.75,62.06,0,0
2015,6,16,2,NK,NK7289,IAH,LAX,2.76,7.25,0,0
2015,6,14,7,DL,DL7290,JFK,SEA,-5.89,-2.15,0,0
2015,1,10,6,AA,AA7291,DFW,LAX,11.56,1.04,0,0
2015,2,6,5,B6,B67292,ORD,IAH,10.49,25.93,0,0
2015,4,19,7,UA,UA7293,BOS,SEA,43.99,63.47,0,0
2015,4,25,6,AS,AS7294,LAX,IAH,16.76,12.19,0,0
2015,7,26,7,F9,F97295,ORD,LAX,-4.62,-0.39,0,0
2015,3,19,4,AS,AS7296,ATL,ORD,2.85,11.92,0,1
2015,11,21,6,AS,AS7297,PHX,DEN,71.49,76.52,0,0
2015,7,2,4,AS,AS7298,DTW,LAS,31.97,34.36,0,0
2015,11,16,1,AA,AA7299,ATL,SFO,9.07,12.64,0,0
2015,2,2,1,DL,DL7300,DEN,SFO,2.11,6.55,0,0
2015,3,2,1,NK,NK7301,BOS,PHX,9.55,16.81,0,0
2015,10,20,2,WN,WN7302,LAS,LAX,6.49,-0.37,0,0
2015,2,25,3,NK,NK7303,MSP,DFW,76.28,66.06,0,0
2015,10,9,5,UA,UA7304,JFK,MIA,42.17,50.17,0,0
2015,8,8,6,AS,AS7305,CLT,SFO,-1.85,-7.84,0,0
2015,2,23,1,UA,UA7306,DTW,ORD,41.91,52.66,0,0
2015,1,13,2,DL,DL7307,IAH,SFO,35.3,36.36,0,0
2015,4,13,1,DL,DL7308,CLT,IAH,33.42,31.2,0,0
2015,5,17,7,UA,UA7309,ATL,SEA,23.3,12.53,0,0
2015,11,2,1,AS,AS7310,DFW,LAX,6.19,1.7,0,0
